username,hours,products,product_id,date,early_access,compensation,found_funny,ranking,username_id
Hyperboreal,12.2,1418.0,217140,2013-10-06,False,0,0.0,3,1552
Krawke,0.3,1032.0,405650,2015-12-04,False,0,1.0,1,2281
Nox Venit,28.6,760.0,225260,2017-04-11,False,0,0.0,3,2282
ShinDigPig,11.0,3591.0,325880,2015-02-16,False,0,1.0,3,2283
Cthulhu Redux,0.6,915.0,291010,2016-08-26,False,0,0.0,1,2284
PvtHudson,7.9,1851.0,217140,2013-08-19,False,0,0.0,2,2285
DoubleEh,41.2,690.0,242720,2014-03-15,False,0,0.0,3,2286
Waffles,7.9,680.0,271590,2017-06-19,False,0,0.0,2,2287
[RFS]kwaSIKAczE,0.6,1121.0,405650,2015-11-09,False,0,0.0,1,2288
mark | dj.,2.6,3562.0,217140,2013-08-15,False,0,0.0,1,1684
N30C,2.4,1668.0,98300,2014-11-09,False,0,0.0,1,1268
Chaossniper,13.2,605.0,225260,2017-02-12,False,0,0.0,3,2289
Hai! Friend!,1.9,1079.0,217140,2013-08-09,False,0,0.0,1,2290
The Cryptograph,31.2,514.0,242720,2014-03-13,False,0,0.0,3,2291
SkisM,13.6,568.0,389730,2017-08-24,False,0,1.0,3,2292
KOLKOL,5.6,519.0,307780,2015-10-18,False,0,1.0,2,2293
Falk The Wolf,5.7,1634.0,217140,2013-08-04,False,0,0.0,2,2294
[Twitch]ZemunBRE,12.3,2026.0,381120,2015-08-20,True,0,1.0,3,2295
AgreedSA,8.0,743.0,98300,2014-09-06,False,0,0.0,2,2296
bVork,5.6,1676.0,217140,2013-08-04,False,0,0.0,2,2297
suez,6.9,530.0,225260,2017-01-20,False,0,0.0,2,2298
KoKINGoK,0.1,936.0,102500,2016-01-24,False,0,1.0,1,2299
JakeArtistIV,21.2,700.0,307780,2015-10-09,False,0,0.0,3,2300
Durango188,1.1,657.0,418340,2016-02-19,True,0,0.0,1,2301
Morlan,12.8,1407.0,424640,2017-07-09,False,0,0.0,3,2302
gr8stalin's mustache!,4.6,591.0,217140,2013-08-01,False,0,0.0,2,2303
Hocok,28.6,4252.0,102500,2016-01-09,False,0,0.0,3,2304
Matte,4.3,1083.0,203680,2013-11-25,False,0,0.0,2,2305
VahidSlayerOfAll,0.2,1370.0,291910,2016-09-03,False,0,2.0,1,629
He burnt my shake,2.7,1110.0,225080,2015-06-14,False,0,0.0,1,2306
Had Matter,46.7,1968.0,271590,2017-06-19,False,0,0.0,3,2307
EdenStarGazer,5.9,1044.0,424640,2016-03-06,False,0,2.0,2,2308
Deltatech,13.6,698.0,98300,2014-08-29,False,0,0.0,3,2309
🎮🎵Panthera Pardus[TWM]🎵,2.5,1890.0,203680,2013-03-25,False,0,0.0,1,2310
europendless,0.6,890.0,225260,2016-12-27,False,0,0.0,1,2311
ChaosFox,3.3,4590.0,203680,2012-11-27,False,0,0.0,2,2312
Gary Dozer,22.3,808.0,333340,2016-07-08,True,0,1.0,3,2313
Yawnstar,2.5,1326.0,217140,2013-07-31,False,0,0.0,1,2314
FreakOrama,45.6,930.0,217140,2013-07-31,False,0,1.0,3,709
CONQUEST,1.9,1896.0,21780,2016-02-08,False,0,0.0,1,2315
Krowplex csgostakes.com,0.6,537.0,418340,2016-02-13,True,0,0.0,1,2316
NishiLion,1.7,1443.0,363790,2017-01-20,False,0,0.0,1,2317
Kopako,5.1,518.0,225080,2015-06-03,False,0,0.0,2,2318
Mangopapa,7.7,596.0,307780,2015-09-17,False,0,0.0,2,2319
delukz,28.5,1883.0,337000,2016-08-24,False,0,0.0,3,2320
Jack Sprat,56.5,791.0,271590,2017-06-19,False,0,0.0,3,2321
cg_destro,9.4,1639.0,339690,2015-10-13,False,0,0.0,2,2322
Daniel Potter,2.7,1022.0,233720,2018-01-02,False,0,0.0,1,2323
HobbyPsychopath,27.5,883.0,271590,2017-06-19,False,0,0.0,3,2324
[GA] Doops,36.5,530.0,307780,2015-09-05,False,0,0.0,3,2325
Omunall,4.3,872.0,102500,2015-11-27,False,0,0.0,2,2326
Neiro,1.9,3085.0,21780,2013-12-16,False,0,0.0,1,2327
Samsara,4.0,777.0,271590,2017-06-19,False,0,1.0,2,2328
psychogavx,9.1,659.0,307780,2015-09-02,False,0,11.0,2,2329
[A$AP] Cool Cat,2.7,1100.0,242720,2014-03-05,False,0,0.0,1,2330
Sir_Puddington,3.4,660.0,363790,2016-03-23,False,0,0.0,2,2331
Vman1194,0.1,624.0,271590,2017-06-19,False,0,2.0,1,2332
nekobun,1.2,1826.0,291010,2016-01-08,False,0,0.0,1,2333
Birdkoo,0.1,568.0,233720,2017-12-10,False,0,0.0,1,2269
Hanzo,4.0,531.0,326120,2016-05-30,False,0,0.0,2,6
gearsofcrabs,19.5,1446.0,339200,2017-07-12,False,0,0.0,3,2334
Angry Gerbil,3.9,641.0,337000,2016-08-24,False,0,1.0,2,2335
Hornbecian,3.1,2729.0,326120,2015-08-27,False,0,0.0,2,2336
Alessandro Mattos,21.3,936.0,98300,2012-10-29,False,0,0.0,3,2337
FiFo.NutleyBoy,12.3,601.0,98300,2012-10-01,False,0,0.0,3,2338
Green Knight,18.2,640.0,225260,2016-11-25,False,0,0.0,3,2339
TheCoopX,3.9,1276.0,326120,2015-07-12,False,0,0.0,2,2340
Zach4422,2.7,847.0,225080,2015-05-15,False,0,0.0,1,2341
zypsilon,16.8,582.0,339200,2017-06-29,False,0,0.0,3,2342
Jimmy,8.4,2749.0,307780,2015-08-23,False,0,0.0,2,2343
INMATEofARKHAM,0.5,1796.0,271590,2017-06-19,False,0,0.0,1,2344
SaltyKiddd,2.6,552.0,291010,2015-11-20,False,0,8.0,1,2345
Tom,0.7,2956.0,326120,2015-05-31,False,0,3.0,1,2346
thetangledweb,0.1,782.0,339200,2017-04-18,False,0,0.0,1,2347
Flortan,26.1,715.0,271590,2017-06-19,False,0,0.0,3,2348
Nomine,19.9,1075.0,339200,2017-04-03,False,0,0.0,3,521
Del Mingus,3.3,1078.0,31170,2017-12-14,False,0,0.0,2,2349
Nobody,24.2,869.0,98300,2012-07-18,False,0,0.0,3,2350
Hierophant,4.1,875.0,363790,2015-10-25,False,0,0.0,2,2351
Sheepscuit,18.0,550.0,339200,2017-03-23,False,0,0.0,3,2352
SkEyE,22.3,3004.0,98300,2012-07-13,False,0,0.0,3,2353
Skavenger,5.2,541.0,31170,2016-11-24,False,0,0.0,2,2354
Kissaki,0.2,2405.0,363790,2015-10-15,False,0,1.0,1,794
Lockey,34.7,680.0,337000,2016-08-24,False,0,0.0,3,2355
FHDA,2.8,1310.0,98300,2012-06-15,False,0,0.0,1,2356
Mozgus,3.8,1005.0,225080,2015-05-01,False,0,0.0,2,870
ArcticZenith,15.4,701.0,389730,2017-07-23,False,0,3.0,3,2357
Cartoon Head,44.2,944.0,307780,2015-08-11,False,0,0.0,3,913
Hupples,3.7,963.0,225260,2016-11-23,False,0,0.0,2,2358
Slinky,1.1,1087.0,339200,2017-01-11,False,0,0.0,1,2359
Kelton Smith,0.4,552.0,242720,2014-03-02,False,0,0.0,1,2360
Primeh,4.5,725.0,225080,2015-04-29,False,0,0.0,2,2361
The Moistery Machine,0.4,513.0,291010,2015-10-03,False,0,0.0,1,2362
MadMax,12.2,544.0,98300,2012-04-29,False,0,0.0,3,2363
balanced aeon,1.4,544.0,669630,2017-12-14,False,0,0.0,1,2364
Daze The Bear Chieftain,24.6,5394.0,339200,2016-09-15,False,0,0.0,3,162
Yaroslav1987,5.5,1055.0,339200,2016-09-01,False,0,0.0,2,2365
Dragon,3.4,1362.0,291010,2015-08-08,False,0,0.0,2,379
Blespike,15.4,534.0,225260,2016-10-05,False,0,0.0,3,2366
Caires,24.9,540.0,225260,2016-09-18,False,0,1.0,3,2367
Deathman.Kenshi,30.0,2882.0,200710,2014-06-24,False,0,0.0,3,2368
みoƦƦoƦ ₣o父,6.6,1278.0,339200,2016-07-06,False,0,0.0,2,1909
yuvi3000,12.0,612.0,237570,2015-03-12,False,0,0.0,3,2369
Chaos ò ᴥ ó,2.6,551.0,31170,2013-09-24,False,0,0.0,1,2370
Rock-Hard Rio,10.4,1088.0,339200,2016-06-24,False,0,1.0,2,2371
cg_destro,17.5,1639.0,225260,2016-10-06,False,0,0.0,3,2322
Saratoga,0.3,711.0,418340,2016-01-10,True,0,0.0,1,2372
CHEJoK,1.7,724.0,237570,2014-12-28,False,0,0.0,1,2373
The Man From Del Monte,34.2,532.0,337000,2016-08-24,False,0,1.0,3,2374
ShioIwasaki,40.8,627.0,239350,2017-11-26,False,0,0.0,3,2375
Twoskie,7.6,532.0,31170,2012-04-18,False,0,0.0,2,2376
Izanami,0.4,659.0,339200,2016-05-28,False,0,0.0,1,2377
Ergo Doctor Hawk,19.4,524.0,339200,2016-05-27,False,0,0.0,3,2378
HappyZavulon,3.9,852.0,237570,2014-04-08,False,0,0.0,2,2379
dgc1980,9.6,5029.0,329040,2015-11-25,True,0,0.0,2,2380
mystic_man95,6.1,963.0,291010,2015-07-09,False,0,0.0,2,2381
1kmc9,0.1,1584.0,31170,2011-07-03,False,0,0.0,1,2382
Tryhardicus,2.2,535.0,329040,2015-11-21,True,0,0.0,1,2383
ObeseDolphin_A380,4.003703703703703,921.0,31170,2011-01-17,False,0,0.0,2,2384
Kiya,7.3,637.0,225080,2015-04-13,False,0,0.0,2,2385
Carthoris,1.2,538.0,337000,2016-08-24,False,0,0.0,1,2386
amazinglover,11.5,686.0,237570,2013-12-26,False,0,0.0,3,2387
THE JRINCH,0.7,812.0,102500,2015-05-16,False,0,0.0,1,2388
I_Ramiz,4.7,751.0,31170,2010-11-21,False,0,1.0,2,2389
Randall,4.7,943.0,225080,2015-04-09,False,0,0.0,2,2390
Mr.Smith,26.7,537.0,307780,2015-07-14,False,0,0.0,3,2391
Goatmaster3000,0.5,619.0,225260,2016-07-09,False,0,0.0,1,2392
Ulysses,0.7,745.0,225260,2016-07-08,False,0,0.0,1,2393
teh_444,15.2,739.0,339200,2016-03-18,False,0,0.0,3,2394
Backstory,9.6,1495.0,237570,2013-06-22,False,0,0.0,2,2395
[SSA] Carl (Ratchet),0.2,1766.0,291010,2015-06-20,False,1,0.0,1,2396
Stiff,3.1,1003.0,539450,2017-07-03,False,1,0.0,2,2397
FoxyRussianLady,11.9,1305.0,237570,2013-06-08,False,0,0.0,3,835
TJMcKimmey,52.6,5395.0,239350,2017-11-23,False,0,0.0,3,2398
Andrea Harper,37.3,592.0,339200,2016-03-15,False,0,0.0,3,2399
Acer Spacer,3.5,1407.0,603330,2017-10-06,True,0,0.0,2,2400
RazorNova,57.8,641.0,337000,2016-08-24,False,0,0.0,3,2401
DocBadwrench,3.4,629.0,339200,2016-03-13,False,0,0.0,2,2402
👾 🅼 🅰❎ツ,1.8,3846.0,291010,2015-06-16,False,0,9.0,1,1482
EuroMarc79 (NL),0.2,1167.0,345710,2016-07-30,True,0,2.0,1,2403
Blood_Wraith,1.5,943.0,291010,2015-06-10,False,0,0.0,1,2404
Dreambox,32.0,1139.0,337000,2016-08-24,False,0,0.0,3,2405
bipartisan homosexual wizard,2.4,5541.0,329480,2015-08-14,False,0,27.0,1,1065
A.D.Mynx,0.1,2193.0,345710,2015-08-01,True,0,1.0,1,438
Basim Abdullah,50.9,691.0,307780,2015-07-04,False,0,0.0,3,2406
Altria,0.7,2913.0,345710,2015-04-18,True,0,0.0,1,2407
Maridiem | Fangride,9.6,1113.0,339200,2016-02-08,False,0,0.0,2,2408
Emilim,4.8,2174.0,563340,2016-12-17,False,0,0.0,2,2409
Racing on the Road to 0 MMR,0.2,574.0,564010,2017-05-28,False,0,0.0,1,2410
..,0.6,813.0,291010,2015-05-09,False,0,0.0,1,742
k c a z,6.5,540.0,225260,2016-04-20,False,0,0.0,2,2411
siggi bizkit,39.5,558.0,102500,2015-03-08,False,0,0.0,3,2412
Yiab,0.5,1036.0,735260,2017-11-09,False,0,0.0,1,2413
☠PirateBeard⚜BlackWolf☠,1.6,2214.0,225260,2016-04-02,False,0,0.0,1,2414
Zigarot,2.8,761.0,225080,2015-03-10,False,0,0.0,1,2043
Izzatso?,3.0,1284.0,564010,2016-12-31,False,0,0.0,1,2415
AngryViking,35.9,551.0,337000,2016-08-24,False,0,0.0,3,2416
jayxan,6.1,508.0,339200,2015-12-01,False,0,0.0,2,985
Wiz,0.1,1053.0,233720,2017-03-03,False,0,0.0,1,2417
Mark The Avenger,2.6,936.0,339200,2015-11-19,False,0,1.0,1,2418
Koopa Trappa,2.7,1339.0,339200,2015-09-17,False,0,0.0,1,2419
Adylise,24.3,970.0,271590,2017-06-18,False,0,0.0,3,2420
MadderRed,16.3,758.0,564010,2016-12-24,False,0,0.0,3,2421
ThePCGamer,4.0,598.0,233720,2017-02-15,False,0,0.0,2,48
Mega,2.2,995.0,307780,2015-06-24,False,0,2.0,1,2422
Mep,5.8,3121.0,564010,2016-12-23,False,0,0.0,2,2423
[TSS] FreshLoaf,3.2,588.0,225080,2015-02-27,False,0,0.0,2,2424
Ross,4.4,556.0,271590,2017-06-18,False,0,1.0,2,2425
Thomas,36.2,862.0,242720,2014-02-23,False,0,0.0,3,2426
︻芫═────,0.5,528.0,242720,2014-02-23,False,0,0.0,1,2427
GOWONZU,13.7,550.0,337000,2016-08-24,False,0,0.0,3,2428
Vixen,24.1,580.0,47890,2013-12-10,False,0,0.0,3,2429
Donut,5.3,580.0,488790,2018-01-05,False,0,0.0,2,2430
Shez Neqa'el,4.3,580.0,339200,2015-05-26,False,0,0.0,2,2431
Gamefreak,57.1,565.0,389730,2017-06-27,False,0,2.0,3,2432
wany1981,3.3,5619.0,291010,2015-04-27,False,0,2.0,2,410
Rock More,15.7,630.0,225260,2016-01-14,False,0,0.0,3,2433
SolidRubrical,5.3,1064.0,383800,2016-01-24,False,0,0.0,2,2434
Dem0nGam3r,19.7,1127.0,239350,2017-07-11,False,0,0.0,3,2435
[AoK] Bossgalka,33.2,845.0,102500,2015-01-01,False,0,0.0,3,2436
{PK} HastyPixels,1.6,753.0,225260,2016-01-15,False,0,0.0,1,2437
Late Game Wonder,10.5,932.0,389730,2017-06-26,False,0,0.0,2,2438
mm9m9m9m9m9,22.5,800.0,339200,2015-03-25,False,0,2.0,3,2439
nekobun,7.1,1826.0,225260,2016-01-11,False,0,0.0,2,2333
RvB Churchaboose,5.3,4158.0,383800,2015-08-14,True,0,1.0,2,2440
Sherlock Van Helsing,1.7,753.0,291010,2015-04-20,False,0,24.0,1,2441
{GCN} George@GCN-Con'18 日本,1.8,525.0,225260,2015-12-30,False,0,0.0,1,2442
Zadok_m,22.7,604.0,337000,2016-08-23,False,0,0.0,3,2443
Camerooni,32.1,2820.0,488790,2017-12-30,False,0,0.0,3,2444
Nox,5.4,537.0,15390,2017-05-07,False,0,0.0,2,2445
Flakey🎈,1.2,1096.0,374040,2017-10-31,False,0,6.0,1,2446
tctimmeh,15.9,605.0,225260,2015-12-14,False,0,0.0,3,666
Mr. Pinkle-Turd,8.7,979.0,307780,2015-06-08,False,0,0.0,2,2447
«×þ®eDåŦ¤®»,5.0,6968.0,467220,2016-05-22,False,0,2.0,2,2448
☠PirateBeard⚜BlackWolf☠,1.0,2214.0,15390,2016-07-01,False,0,0.0,1,2414
[Epic!]killy,54.0,860.0,200710,2014-05-30,False,0,0.0,3,2449
N3utr4l1s4t0r,3.3,734.0,225080,2015-02-06,False,0,0.0,2,2450
telos,2.2,725.0,242720,2014-02-21,False,0,0.0,1,2451
corrosivefrost,16.8,6270.0,389730,2017-06-21,False,0,14.0,3,2452
time_bonez,0.6,563.0,212800,2017-05-17,False,0,0.0,1,496
thebadson42,0.3,1728.0,450850,2016-07-31,True,0,0.0,1,2453
udoncat,9.2,604.0,233720,2016-11-24,False,0,0.0,2,2454
syrito,36.1,677.0,200710,2014-05-21,False,0,0.0,3,1700
Officer Beepsky,0.7,675.0,337000,2016-08-23,False,0,0.0,1,2455
ETRIUS,49.1,552.0,271590,2017-06-18,False,0,0.0,3,2456
Keychain,5.5,1074.0,418340,2015-12-12,True,0,1.0,2,2457
Postal0311,11.4,633.0,337000,2016-08-23,False,0,0.0,3,2458
Beridok,2.9,930.0,212800,2017-03-20,False,0,2.0,1,34
BRAINFOG,35.6,1028.0,307780,2015-06-02,False,0,0.0,3,2459
Smug Laily,6.4,1111.0,225260,2015-11-08,False,0,0.0,2,2460
Kruzil,11.3,909.0,374040,2017-08-14,False,0,0.0,3,2461
l4p1n45,20.9,717.0,225260,2015-10-02,False,0,0.0,3,2462
Rutabaga,2.4,628.0,233720,2016-11-13,False,0,15.0,1,356
I love the lag,0.7,623.0,350780,2016-08-14,False,0,0.0,1,64
Asti,2.2,1131.0,225080,2015-01-21,False,0,0.0,1,2463
Mega,6.8,657.0,15390,2014-11-22,False,0,0.0,2,2422
Sotiris The Firebrand,3.4,1642.0,350780,2016-01-02,False,0,3.0,2,85
Psychotron,13.5,2270.0,389730,2017-06-18,False,0,0.0,3,2464
Frosty,34.2,658.0,488790,2017-11-27,False,0,0.0,3,2465
Salarn,0.9,3495.0,350780,2015-09-22,False,0,0.0,1,719
CatDad500,0.1,860.0,350780,2015-08-27,False,0,0.0,1,1760
EvilSpaniard,0.9,1008.0,225260,2015-08-08,False,0,0.0,1,2466
gaspump,3.2,518.0,225080,2015-01-17,False,0,0.0,2,2467
Count Gumberton,5.5,782.0,225260,2015-07-06,False,0,0.0,2,2468
Wigwig,4.2,534.0,225080,2015-01-13,False,0,0.0,2,2469
light_bringer777,2.7,4404.0,15930,2017-10-11,False,0,0.0,1,2470
Salarn,0.4,3495.0,15930,2016-01-03,False,0,1.0,1,719
Sebulba,37.0,673.0,389730,2017-06-15,False,0,0.0,3,2471
Taba,4.3,508.0,233720,2016-08-30,False,0,2.0,2,2472
weirdfangkiller,3.8,1559.0,225080,2015-01-12,False,0,0.0,2,2473
Annie T. Mood,12.2,1085.0,15390,2011-07-14,False,0,0.0,3,307
Hexsteel,50.0,885.0,374040,2017-06-27,False,0,1.0,3,2474
BABYLONIANMONEYMAGICSLAVESYSTEM,8.5,797.0,389730,2017-06-14,False,0,0.0,2,2475
Oakiiie,4.4,527.0,225080,2015-01-09,False,0,0.0,2,2476
kozec,0.2,896.0,495580,2017-10-04,False,0,0.0,1,2477
thundermaker,31.8,567.0,418340,2015-12-07,True,0,0.0,3,2478
Francis of the Filth,53.7,1698.0,337000,2016-08-23,False,0,1.0,3,2479
valefor_sdad,5.6,575.0,464780,2016-07-30,False,0,0.0,2,2480
Wilhelm II,3.3,510.0,314980,2016-12-28,False,0,0.0,2,2481
Captain Roosky,6.2,724.0,239350,2016-11-28,False,0,0.0,2,2482
Nico,2.8,817.0,225080,2015-01-07,False,0,1.0,1,886
Zui,12.1,720.0,374040,2017-06-09,False,0,7.0,3,2483
Rick,24.5,1633.0,488790,2017-11-23,False,0,0.0,3,2484
Otter Chaos,9.9,1833.0,379610,2016-08-07,True,0,14.0,2,1990
camXmile,4.1,1031.0,233720,2016-07-22,False,0,0.0,2,2485
bFunk,5.3,4243.0,233720,2016-07-20,False,0,0.0,2,2486
TheSowut,13.0,690.0,225260,2015-05-24,False,0,0.0,3,2487
HerpicleOmnicron5,1.9,815.0,495580,2016-10-02,True,0,0.0,1,2488
ussjtrunks,22.7,2023.0,488790,2017-11-23,False,0,0.0,3,2489
Rammsteniako,14.6,1642.0,464780,2016-07-18,False,0,0.0,3,656
ytayj,3.5,668.0,225260,2015-05-23,False,0,0.0,2,2490
mason_clark_source,0.3,653.0,31500,2016-10-12,False,0,0.0,1,2491
Framer,18.2,4522.0,225260,2015-05-18,False,0,0.0,3,2492
Suma,0.2,790.0,373290,2016-07-06,False,0,0.0,1,1923
Commissar1032,8.0,1018.0,314980,2016-03-14,False,0,0.0,2,2493
megarust,9.2,777.0,238090,2017-12-29,False,0,0.0,2,2494
ZoSo,43.5,521.0,337000,2016-08-23,False,0,1.0,3,2495
Melovinci,0.5,533.0,31500,2014-07-26,False,0,1.0,1,851
Gamerblue,5.5,616.0,418340,2015-12-05,True,0,0.0,2,2496
Kaeleb,11.6,540.0,337000,2016-08-23,False,0,1.0,3,2497
Hade,13.0,799.0,314980,2015-12-09,False,0,0.0,3,1070
FT,39.6,2362.0,488790,2017-11-22,False,0,5.0,3,2498
Kenz,14.9,4890.0,225260,2015-05-08,False,0,4.0,3,2499
DeathSaves,4.1,5774.0,225260,2015-04-12,False,0,0.0,2,2500
Shadeborn,13.4,863.0,307780,2015-05-14,False,0,0.0,3,771
DeathSaves,4.1,5774.0,225260,2015-04-12,False,0,0.0,2,2500
The Man in the Upstairs Bathroom,1.9,683.0,242720,2014-02-17,False,0,1.0,1,2501
Arthur,5.6,1174.0,542430,2017-11-26,False,1,1.0,2,2274
General Lee Aroused,6.8,1279.0,307780,2015-05-13,False,0,0.0,2,2502
Glen Chico,0.3,1682.0,242720,2014-02-17,False,0,0.0,1,2503
mambuco93,7.8,643.0,389730,2017-06-11,False,0,1.0,2,578
Rush,34.0,1483.0,374040,2017-05-19,False,0,2.0,3,2504
YOCTO | Ghengis Steve,0.9,665.0,271590,2017-06-18,False,0,0.0,1,2505
(≠¯﹃¯ ),14.1,1453.0,238090,2017-11-25,False,0,0.0,3,2506
Pope Urban II,6.8,672.0,233720,2016-06-24,False,0,0.0,2,791
wizcreations,13.2,583.0,374040,2017-05-16,False,0,1.0,3,2507
S T A R W I N D,36.7,570.0,271590,2017-06-18,False,0,0.0,3,2508
Bud,0.6,1591.0,464780,2016-06-23,False,0,0.0,1,2509
oujisan2236,13.3,805.0,389730,2017-06-10,False,0,1.0,3,2510
J_Chef_Kennedy,16.7,576.0,337000,2016-08-23,False,0,0.0,3,2511
Guggaming,17.8,927.0,389730,2017-06-10,False,0,0.0,3,2512
hyhy,57.1,607.0,239350,2016-11-24,False,0,0.0,3,2513
S T A R W I N D,36.7,570.0,271590,2017-06-18,False,0,0.0,3,2508
Synit,28.6,632.0,337000,2016-08-23,False,0,0.0,3,2514
Nekoko,50.7,709.0,239350,2016-11-24,False,0,0.0,3,2515
Vaharrak,3.2,1884.0,336090,2016-12-14,False,0,0.0,2,1012
JD Herrera,0.1,953.0,2370,2016-02-12,False,0,0.0,1,1882
finalfunk,4.4,831.0,225080,2015-01-01,False,0,0.0,2,2516
PaCotheGamer,22.8,1001.0,225260,2015-01-07,False,0,0.0,3,2517
Whiteswart,0.8,1649.0,485890,2017-02-06,False,1,2.0,1,2518
S0YxSauCe,1.5,902.0,485890,2016-12-31,False,0,0.0,1,2519
TiffanyAK,3.9,2221.0,365280,2016-01-08,False,0,0.0,2,2520
Kwan,19.4,2311.0,239350,2016-11-23,False,0,0.0,3,2521
iMunchbox,6.2,1027.0,225260,2015-01-04,False,0,0.0,2,2522
TheCyberDruid,4.4,7896.0,365280,2015-11-05,False,0,0.0,2,1273
Grey,12.2,1082.0,374040,2017-04-26,True,0,0.0,3,2523
Audish,0.2,1154.0,32410,2017-02-06,False,0,0.0,1,2524
BlitzCraig,6.1,806.0,389730,2017-06-08,False,0,0.0,2,2525
Krazedlion,7.5,2014.0,434410,2016-09-03,False,0,0.0,2,2526
Zankoas,51.6,687.0,271590,2017-06-18,False,0,0.0,3,2527
NuikopeaDemon,5.6,512.0,233720,2016-06-06,False,0,2.0,2,2528
iamninjoe,0.7,822.0,485890,2016-07-29,False,0,0.0,1,2529
Setsomaru,1.8,512.0,233720,2016-06-06,False,0,0.0,1,2530
Grrizz,15.0,1053.0,271590,2017-06-18,False,0,0.0,3,2531
Affable Saltman,3.5,698.0,337000,2016-08-23,False,0,0.0,2,2532
Yaroslav1987,4.2,1055.0,551110,2017-11-25,False,0,1.0,2,2365
FloodFetter,1.0,1072.0,233720,2016-06-05,False,0,1.0,1,2533
Angel,3.7,1340.0,434410,2016-04-23,False,0,0.0,2,2534
Disconnected,8.6,723.0,337000,2016-08-23,False,0,0.0,2,2535
le camel,41.5,666.0,337000,2016-08-23,False,0,0.0,3,2536
Kennpachi~Ramasama,2.3,1441.0,485890,2016-07-03,False,0,1.0,1,2537
ayetoday,20.1,1708.0,239350,2016-09-09,False,0,0.0,3,2538
praguepride,42.8,1158.0,488790,2017-11-03,False,0,0.0,3,2539
Boomtwack,16.0,719.0,233720,2016-06-04,False,0,0.0,3,2540
TheWildTangler,14.2,903.0,337000,2016-08-23,False,0,1.0,3,2541
ＮＯＳＴＴＲＯＭＯ,36.0,591.0,337000,2016-08-23,False,0,0.0,3,2542
DeathWish808,4.1,640.0,225080,2014-12-29,False,0,0.0,2,2543
Crockpot,19.6,765.0,337000,2016-08-23,False,0,2.0,3,2544
[LP] bonkers for new donkers,17.4,521.0,307780,2015-05-06,False,0,0.0,3,2545
Spankler,3.6,1397.0,572180,2017-02-12,False,0,0.0,2,2546
Clem Fandango,2.8,568.0,225080,2014-12-29,False,0,0.0,1,2547
im0nit,5.2,2540.0,551110,2016-11-23,False,0,0.0,2,2548
davedog43,43.4,1584.0,327510,2017-06-28,False,0,1.0,3,2549
PAW.Predator,32.6,1531.0,307780,2015-05-05,False,0,3.0,3,2550
Camera Dude Randy,30.4,615.0,337000,2016-08-23,False,0,0.0,3,2551
♓PATRiZZA 🍕 VAMPiZZA♓,0.5,1355.0,485890,2016-06-10,False,0,3.0,1,2552
unknowdata,7.3,3139.0,279480,2015-02-09,False,0,0.0,2,2553
TommyGun,7.4,552.0,239350,2016-07-19,False,0,0.0,2,2554
Lumic,0.5,1284.0,233720,2016-06-02,False,0,3.0,1,2555
yuru,4.3,2301.0,279480,2015-01-02,False,0,1.0,2,690
Ace,4.5,1155.0,327510,2017-06-15,False,0,0.0,2,2556
Wayon Oransky (Ore-Ran-Ski),11.7,1787.0,233720,2016-05-26,False,0,0.0,3,2557
(YouTube)Dragnix,0.8,864.0,387110,2015-09-18,False,0,6.0,1,1197
180 Proof Nog,11.1,1025.0,239350,2016-07-13,False,0,0.0,3,2558
✪ GodDr,32.3,567.0,374040,2017-02-09,True,0,0.0,3,2559
KRiSX,0.8,3233.0,374040,2017-02-07,True,0,0.0,1,2560
malpiszon7,2.8,2181.0,327510,2017-06-03,False,0,0.0,1,2561
Vacationist,3.2,1665.0,485890,2016-06-06,False,0,241.0,2,2562
Jadelor,47.5,1800.0,585290,2017-03-17,False,0,1.0,3,2563
BG51,3.2,623.0,225080,2014-12-28,False,0,0.0,2,2564
RolliePollieTv,13.0,737.0,327510,2017-05-31,False,0,0.0,3,2565
Mad BoJack,41.7,779.0,200710,2014-01-29,False,0,0.0,3,2020
Cyrus,1.7,901.0,327510,2017-04-26,False,0,0.0,1,2566
KAOS,3.7,2322.0,485890,2016-06-02,False,0,15.0,2,2567
intox. Echo,10.3,614.0,327510,2017-04-10,False,0,1.0,2,2568
Guts,1.7,549.0,337000,2016-08-23,False,0,16.0,1,2569
SirBaron,15.7,1220.0,337000,2016-08-23,False,0,5.0,3,2570
memer yes,0.4,546.0,485890,2016-06-02,False,0,0.0,1,1612
isterholm,17.0,1452.0,327510,2017-04-08,False,0,0.0,3,2571
Gamer X,0.5,3015.0,485890,2016-06-02,False,0,2.0,1,2572
Toyoch,4.0,4559.0,485890,2016-06-02,False,0,40.0,2,2573
Birckk,3.6,814.0,327510,2017-02-11,False,0,0.0,2,2574
[PhFG] Darth-Taco,39.6,843.0,327510,2017-02-04,False,0,0.0,3,2575
Macho Shield,26.2,711.0,271590,2017-06-17,False,0,1.0,3,2576
Koolie,0.2,894.0,485890,2016-06-01,False,0,10.0,1,2577
Navi [Dying Spree],17.2,3906.0,271590,2017-06-17,False,0,0.0,3,2578
RasaNova,23.4,515.0,238090,2017-07-02,False,0,0.0,3,1810
Shigi,32.0,542.0,389730,2017-06-06,False,0,0.0,3,2579
VahidSlayerOfAll,0.1,1370.0,338550,2017-11-18,False,0,1.0,1,629
